FinancialYear;PresentationType;StateOrTerritory;GeographicAreaType;GeographicAreaCode;GeographicAreaName;Measure;Value
2018–19;Mental health-related presentations;Queensland;SA4;SA4317;Toowoomba;Rate (per 10,000 population);137
2018–19;Mental health-related presentations;Queensland;SA4;SA4318;Townsville;Number;2612
2018–19;Mental health-related presentations;Queensland;SA4;SA4318;Townsville;Rate (per 10,000 population);111
2018–19;Mental health-related presentations;Queensland;SA4;SA4319;Wide Bay;Number;3949
2018–19;Mental health-related presentations;Queensland;SA4;SA4319;Wide Bay;Rate (per 10,000 population);132
2018–19;Mental health-related presentations;Western Australia;SA4;SA4501;Bunbury;Number;2426
2018–19;Mental health-related presentations;Western Australia;SA4;SA4501;Bunbury;Rate (per 10,000 population);131
2018–19;Mental health-related presentations;Western Australia;SA4;SA4502;Mandurah;Number;1509
2018–19;Mental health-related presentations;Western Australia;SA4;SA4502;Mandurah;Rate (per 10,000 population);146
2018–19;Mental health-related presentations;Western Australia;SA4;SA4503;Perth - Inner;Number;2495
2018–19;Mental health-related presentations;Western Australia;SA4;SA4503;Perth - Inner;Rate (per 10,000 population);137
2018–19;Mental health-related presentations;Western Australia;SA4;SA4504;Perth - North East;Number;3260
2018–19;Mental health-related presentations;Western Australia;SA4;SA4504;Perth - North East;Rate (per 10,000 population);122
2018–19;Mental health-related presentations;Western Australia;SA4;SA4505;Perth - North West;Number;6776
2018–19;Mental health-related presentations;Western Australia;SA4;SA4505;Perth - North West;Rate (per 10,000 population);119
2018–19;Mental health-related presentations;Western Australia;SA4;SA4506;Perth - South East;Number;6256
2018–19;Mental health-related presentations;Western Australia;SA4;SA4506;Perth - South East;Rate (per 10,000 population);120
2018–19;Mental health-related presentations;Western Australia;SA4;SA4507;Perth - South West;Number;4987
2018–19;Mental health-related presentations;Western Australia;SA4;SA4507;Perth - South West;Rate (per 10,000 population);115
2018–19;Mental health-related presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Number;1880
2018–19;Mental health-related presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Rate (per 10,000 population);136
2018–19;Mental health-related presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Number;2692
2018–19;Mental health-related presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Rate (per 10,000 population);278
2018–19;Mental health-related presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Number;2609
2018–19;Mental health-related presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Rate (per 10,000 population);215
2018–19;Mental health-related presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Number;2579
2018–19;Mental health-related presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Rate (per 10,000 population);85
2018–19;Mental health-related presentations;South Australia;SA4;SA4402;Adelaide - North;Number;6430
2018–19;Mental health-related presentations;South Australia;SA4;SA4402;Adelaide - North;Rate (per 10,000 population);145
2018–19;Mental health-related presentations;South Australia;SA4;SA4403;Adelaide - South;Number;6636
2018–19;Mental health-related presentations;South Australia;SA4;SA4403;Adelaide - South;Rate (per 10,000 population);180
2018–19;Mental health-related presentations;South Australia;SA4;SA4404;Adelaide - West;Number;2853
2018–19;Mental health-related presentations;South Australia;SA4;SA4404;Adelaide - West;Rate (per 10,000 population);120
2018–19;Mental health-related presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Number;921
2018–19;Mental health-related presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Rate (per 10,000 population);80
2018–19;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Number;1623
2018–19;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Rate (per 10,000 population);190
2018–19;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Number;2110
2018–19;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Rate (per 10,000 population);110
2018–19;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Number;2417
2018–19;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Rate (per 10,000 population);102
2018–19;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Number;1619
2018–19;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Rate (per 10,000 population);110
2018–19;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Number;337
2018–19;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Rate (per 10,000 population);86
2018–19;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Number;1578
2018–19;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Rate (per 10,000 population);139
2018–19;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Number;4365
2018–19;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Rate (per 10,000 population);102
2018–19;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Number;2491
2018–19;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Rate (per 10,000 population);168
2018–19;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Number;4027
2018–19;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Rate (per 10,000 population);408
2018–19;All presentations;New South Wales;SA4;SA4101;Capital Region;Number;134999
2018–19;All presentations;New South Wales;SA4;SA4101;Capital Region;Rate (per 10,000 population);5874
2018–19;All presentations;New South Wales;SA4;SA4102;Central Coast;Number;140124
2018–19;All presentations;New South Wales;SA4;SA4102;Central Coast;Rate (per 10,000 population);4084
2018–19;All presentations;New South Wales;SA4;SA4103;Central West;Number;132118
2018–19;All presentations;New South Wales;SA4;SA4103;Central West;Rate (per 10,000 population);6219
2018–19;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Number;81436
2018–19;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Rate (per 10,000 population);5727
2018–19;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Number;95929
2018–19;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Rate (per 10,000 population);8160
2018–19;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Number;136180
2018–19;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Rate (per 10,000 population);4895
2018–19;All presentations;New South Wales;SA4;SA4107;Illawarra;Number;113079
2018–19;All presentations;New South Wales;SA4;SA4107;Illawarra;Rate (per 10,000 population);3669
2018–19;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Number;120404
2018–19;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Rate (per 10,000 population);5430
2018–19;All presentations;New South Wales;SA4;SA4109;Murray;Number;72012
2018–19;All presentations;New South Wales;SA4;SA4109;Murray;Rate (per 10,000 population);5986
2018–19;All presentations;New South Wales;SA4;SA4110;New England and North West;Number;117288
2018–19;All presentations;New South Wales;SA4;SA4110;New England and North West;Rate (per 10,000 population);6261
2018–19;All presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Number;136542
2018–19;All presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Rate (per 10,000 population);3607
2018–19;All presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Number;148781
2018–19;All presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Rate (per 10,000 population);5925
2018–19;All presentations;New South Wales;SA4;SA4113;Riverina;Number;105949
2018–19;All presentations;New South Wales;SA4;SA4113;Riverina;Rate (per 10,000 population);6549
2018–19;All presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Number;70999
2018–19;All presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Rate (per 10,000 population);4585
2018–19;All presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Number;45307
2018–19;All presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Rate (per 10,000 population);1840
2018–19;All presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Number;108549
2018–19;All presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Rate (per 10,000 population);2911
2018–19;All presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Number;89587
2018–19;All presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Rate (per 10,000 population);2580
2018–19;All presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Number;80436
2018–19;All presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Rate (per 10,000 population);2842
2018–19;All presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Number;191432
2018–19;All presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Rate (per 10,000 population);3127
2018–19;All presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Number;73700
2018–19;All presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Rate (per 10,000 population);2355
2018–19;All presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Number;96101
2018–19;All presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Rate (per 10,000 population);2220
2018–19;All presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Number;72494
2018–19;All presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Rate (per 10,000 population);2701
2018–19;All presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Number;98902
2018–19;All presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Rate (per 10,000 population);3490
2018–19;All presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Number;108203
2018–19;All presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Rate (per 10,000 population);3338
2018–19;All presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Number;135191
2018–19;All presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Rate (per 10,000 population);2754
2018–19;All presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Number;47220
2018–19;All presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Rate (per 10,000 population);2382
2018–19;All presentations;New South Wales;SA4;SA4127;Sydney - South West;Number;130967
2018–19;All presentations;New South Wales;SA4;SA4127;Sydney - South West;Rate (per 10,000 population);2928
2018–19;All presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Number;64294
2018–19;All presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Rate (per 10,000 population);2825
2018–19;All presentations;Victoria;SA4;SA4201;Ballarat;Number;59631
2018–19;All presentations;Victoria;SA4;SA4201;Ballarat;Rate (per 10,000 population);3604
2018–19;All presentations;Victoria;SA4;SA4202;Bendigo;Number;56560
2018–19;All presentations;Victoria;SA4;SA4202;Bendigo;Rate (per 10,000 population);3523
2018–19;All presentations;Victoria;SA4;SA4203;Geelong;Number;77980
2018–19;All presentations;Victoria;SA4;SA4203;Geelong;Rate (per 10,000 population);2571
2018–19;All presentations;Victoria;SA4;SA4204;Hume;Number;67456
2018–19;All presentations;Victoria;SA4;SA4204;Hume;Rate (per 10,000 population);3797
2018–19;All presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Number;123057
2018–19;All presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Rate (per 10,000 population);4318
2018–19;All presentations;Victoria;SA4;SA4206;Melbourne - Inner;Number;152763
2018–19;All presentations;Victoria;SA4;SA4206;Melbourne - Inner;Rate (per 10,000 population);2310
2018–19;All presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Number;72175
2018–19;All presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Rate (per 10,000 population);1862
2018–19;All presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Number;85473
2018–19;All presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Rate (per 10,000 population);1968
2018–19;All presentations;Victoria;SA4;SA4209;Melbourne - North East;Number;160822
2018–19;All presentations;Victoria;SA4;SA4209;Melbourne - North East;Rate (per 10,000 population);2985
2018–19;All presentations;Victoria;SA4;SA4210;Melbourne - North West;Number;120938
2018–19;All presentations;Victoria;SA4;SA4210;Melbourne - North West;Rate (per 10,000 population);2980
2018–19;All presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Number;138917
2018–19;All presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Rate (per 10,000 population);2629
2018–19;All presentations;Victoria;SA4;SA4212;Melbourne - South East;Number;212743
2018–19;All presentations;Victoria;SA4;SA4212;Melbourne - South East;Rate (per 10,000 population);2543
2018–19;All presentations;Victoria;SA4;SA4213;Melbourne - West;Number;220819
2018–19;All presentations;Victoria;SA4;SA4213;Melbourne - West;Rate (per 10,000 population);2708
2018–19;All presentations;Victoria;SA4;SA4214;Mornington Peninsula;Number;96600
2018–19;All presentations;Victoria;SA4;SA4214;Mornington Peninsula;Rate (per 10,000 population);3135
2018–19;All presentations;Victoria;SA4;SA4215;North West;Number;63842
2018–19;All presentations;Victoria;SA4;SA4215;North West;Rate (per 10,000 population);4149
2018–19;All presentations;Victoria;SA4;SA4216;Shepparton;Number;54734
2018–19;All presentations;Victoria;SA4;SA4216;Shepparton;Rate (per 10,000 population);4065
2018–19;All presentations;Victoria;SA4;SA4217;Warrnambool and South West;Number;35998
2018–19;All presentations;Victoria;SA4;SA4217;Warrnambool and South West;Rate (per 10,000 population);2858
2018–19;All presentations;Queensland;SA4;SA4301;Brisbane - East;Number;78646
2018–19;All presentations;Queensland;SA4;SA4301;Brisbane - East;Rate (per 10,000 population);3316
2018–19;All presentations;Queensland;SA4;SA4302;Brisbane - North;Number;71253
2018–19;All presentations;Queensland;SA4;SA4302;Brisbane - North;Rate (per 10,000 population);3220
2018–19;All presentations;Queensland;SA4;SA4303;Brisbane - South;Number;98496
2018–19;All presentations;Queensland;SA4;SA4303;Brisbane - South;Rate (per 10,000 population);2680
2018–19;All presentations;Queensland;SA4;SA4304;Brisbane - West;Number;32460
2018–19;All presentations;Queensland;SA4;SA4304;Brisbane - West;Rate (per 10,000 population);1700
2018–19;All presentations;Queensland;SA4;SA4305;Brisbane Inner City;Number;66613
2018–19;All presentations;Queensland;SA4;SA4305;Brisbane Inner City;Rate (per 10,000 population);2358
2018–19;All presentations;Queensland;SA4;SA4306;Cairns;Number;69037
2018–19;All presentations;Queensland;SA4;SA4306;Cairns;Rate (per 10,000 population);2737
2018–19;All presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Number;12966
2018–19;All presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Rate (per 10,000 population);1002
2018–19;All presentations;Queensland;SA4;SA4308;Central Queensland;Number;84143
2018–19;All presentations;Queensland;SA4;SA4308;Central Queensland;Rate (per 10,000 population);3714
2018–19;All presentations;Queensland;SA4;SA4309;Gold Coast;Number;181321
2018–19;All presentations;Queensland;SA4;SA4309;Gold Coast;Rate (per 10,000 population);2936
2018–19;All presentations;Queensland;SA4;SA4310;Ipswich;Number;109019
2018–19;All presentations;Queensland;SA4;SA4310;Ipswich;Rate (per 10,000 population);3122
2018–19;All presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Number;120374
2018–19;All presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Rate (per 10,000 population);3516
2018–19;All presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Number;51545
2018–19;All presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Rate (per 10,000 population);2937
2018–19;All presentations;Queensland;SA4;SA4313;Moreton Bay - North;Number;103108
2018–19;All presentations;Queensland;SA4;SA4313;Moreton Bay - North;Rate (per 10,000 population);4080
2018–19;All presentations;Queensland;SA4;SA4314;Moreton Bay - South;Number;64097
2018–19;All presentations;Queensland;SA4;SA4314;Moreton Bay - South;Rate (per 10,000 population);3033
2018–19;All presentations;Queensland;SA4;SA4315;Queensland - Outback;Number;33825
2018–19;All presentations;Queensland;SA4;SA4315;Queensland - Outback;Rate (per 10,000 population);4133
2018–19;All presentations;Queensland;SA4;SA4316;Sunshine Coast;Number;104324
2018–19;All presentations;Queensland;SA4;SA4316;Sunshine Coast;Rate (per 10,000 population);2774
2018–19;All presentations;Queensland;SA4;SA4317;Toowoomba;Number;47450
2018–19;All presentations;Queensland;SA4;SA4317;Toowoomba;Rate (per 10,000 population);3003
2018–19;All presentations;Queensland;SA4;SA4318;Townsville;Number;80880
2018–19;All presentations;Queensland;SA4;SA4318;Townsville;Rate (per 10,000 population);3435
2018–19;All presentations;Queensland;SA4;SA4319;Wide Bay;Number;141381
2018–19;All presentations;Queensland;SA4;SA4319;Wide Bay;Rate (per 10,000 population);4728
2018–19;All presentations;Western Australia;SA4;SA4501;Bunbury;Number;65873
2018–19;All presentations;Western Australia;SA4;SA4501;Bunbury;Rate (per 10,000 population);3559
2018–19;All presentations;Western Australia;SA4;SA4502;Mandurah;Number;45071
2018–19;All presentations;Western Australia;SA4;SA4502;Mandurah;Rate (per 10,000 population);4352
2018–19;All presentations;Western Australia;SA4;SA4503;Perth - Inner;Number;44763
2018–19;All presentations;Western Australia;SA4;SA4503;Perth - Inner;Rate (per 10,000 population);2464
2018–19;All presentations;Western Australia;SA4;SA4504;Perth - North East;Number;91047
2018–19;All presentations;Western Australia;SA4;SA4504;Perth - North East;Rate (per 10,000 population);3396
2018–19;All presentations;Western Australia;SA4;SA4505;Perth - North West;Number;167496
2018–19;All presentations;Western Australia;SA4;SA4505;Perth - North West;Rate (per 10,000 population);2935
2018–19;All presentations;Western Australia;SA4;SA4506;Perth - South East;Number;164449
2018–19;All presentations;Western Australia;SA4;SA4506;Perth - South East;Rate (per 10,000 population);3162
2018–19;All presentations;Western Australia;SA4;SA4507;Perth - South West;Number;131919
2018–19;All presentations;Western Australia;SA4;SA4507;Perth - South West;Rate (per 10,000 population);3055
2018–19;All presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Number;58025
2018–19;All presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Rate (per 10,000 population);4187
2018–19;All presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Number;89144
2018–19;All presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Rate (per 10,000 population);9222
2018–19;All presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Number;74749
2018–19;All presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Rate (per 10,000 population);6153
2018–19;All presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Number;56131
2018–19;All presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Rate (per 10,000 population);1844
2018–19;All presentations;South Australia;SA4;SA4402;Adelaide - North;Number;153594
2018–19;All presentations;South Australia;SA4;SA4402;Adelaide - North;Rate (per 10,000 population);3471
2018–19;All presentations;South Australia;SA4;SA4403;Adelaide - South;Number;129765
2018–19;All presentations;South Australia;SA4;SA4403;Adelaide - South;Rate (per 10,000 population);3524
2018–19;All presentations;South Australia;SA4;SA4404;Adelaide - West;Number;74269
2018–19;All presentations;South Australia;SA4;SA4404;Adelaide - West;Rate (per 10,000 population);3114
2018–19;All presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Number;24156
2018–19;All presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Rate (per 10,000 population);2110
2018–19;All presentations;South Australia;SA4;SA4406;South Australia - Outback;Number;37727
2018–19;All presentations;South Australia;SA4;SA4406;South Australia - Outback;Rate (per 10,000 population);4418
2018–19;All presentations;South Australia;SA4;SA4407;South Australia - South East;Number;42631
2018–19;All presentations;South Australia;SA4;SA4407;South Australia - South East;Rate (per 10,000 population);2213
2018–19;All presentations;Tasmania;SA4;SA4601;Hobart;Number;53036
2018–19;All presentations;Tasmania;SA4;SA4601;Hobart;Rate (per 10,000 population);2238
2018–19;All presentations;Tasmania;SA4;SA4602;Launceston and North East;Number;43669
2018–19;All presentations;Tasmania;SA4;SA4602;Launceston and North East;Rate (per 10,000 population);2966
2018–19;All presentations;Tasmania;SA4;SA4603;South East;Number;9752
2018–19;All presentations;Tasmania;SA4;SA4603;South East;Rate (per 10,000 population);2475
2018–19;All presentations;Tasmania;SA4;SA4604;West and North West;Number;58394
2018–19;All presentations;Tasmania;SA4;SA4604;West and North West;Rate (per 10,000 population);5136
2018–19;All presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Number;137340
2018–19;All presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Rate (per 10,000 population);3223
2018–19;All presentations;Northern Territory;SA4;SA4701;Darwin;Number;71861
2018–19;All presentations;Northern Territory;SA4;SA4701;Darwin;Rate (per 10,000 population);4847
2018–19;All presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Number;85648
2018–19;All presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Rate (per 10,000 population);8667
2019–20;Mental health-related presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Number;16573
2019–20;Mental health-related presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Rate (per 10,000 population);104
2019–20;Mental health-related presentations;New South Wales;PHN;PHN102;Northern Sydney;Number;7182
2019–20;Mental health-related presentations;New South Wales;PHN;PHN102;Northern Sydney;Rate (per 10,000 population);76
2019–20;Mental health-related presentations;New South Wales;PHN;PHN103;Western Sydney;Number;6790
2019–20;Mental health-related presentations;New South Wales;PHN;PHN103;Western Sydney;Rate (per 10,000 population);66
2019–20;Mental health-related presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Number;3372
2019–20;Mental health-related presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Rate (per 10,000 population);89
2019–20;Mental health-related presentations;New South Wales;PHN;PHN105;South Western Sydney;Number;10045
2019–20;Mental health-related presentations;New South Wales;PHN;PHN105;South Western Sydney;Rate (per 10,000 population);97
2019–20;Mental health-related presentations;New South Wales;PHN;PHN106;South Eastern NSW;Number;9937
2019–20;Mental health-related presentations;New South Wales;PHN;PHN106;South Eastern NSW;Rate (per 10,000 population);158
2019–20;Mental health-related presentations;New South Wales;PHN;PHN107;Western NSW;Number;5105
2019–20;Mental health-related presentations;New South Wales;PHN;PHN107;Western NSW;Rate (per 10,000 population);164
2019–20;Mental health-related presentations;New South Wales;PHN;PHN108;Hunter New England and Central Coast;Number;17641
2019–20;Mental health-related presentations;New South Wales;PHN;PHN108;Hunter New England and Central Coast;Rate (per 10,000 population);137
2019–20;Mental health-related presentations;New South Wales;PHN;PHN109;North Coast;Number;8177
2019–20;Mental health-related presentations;New South Wales;PHN;PHN109;North Coast;Rate (per 10,000 population);154
2019–20;Mental health-related presentations;New South Wales;PHN;PHN110;Murrumbidgee;Number;7789
2019–20;Mental health-related presentations;New South Wales;PHN;PHN110;Murrumbidgee;Rate (per 10,000 population);316
2019–20;Mental health-related presentations;Victoria;PHN;PHN201;North Western Melbourne;Number;16941
2019–20;Mental health-related presentations;Victoria;PHN;PHN201;North Western Melbourne;Rate (per 10,000 population);92
2019–20;Mental health-related presentations;Victoria;PHN;PHN202;Eastern Melbourne;Number;11767
2019–20;Mental health-related presentations;Victoria;PHN;PHN202;Eastern Melbourne;Rate (per 10,000 population);75
2019–20;Mental health-related presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Number;15546
2019–20;Mental health-related presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Rate (per 10,000 population);97
2019–20;Mental health-related presentations;Victoria;PHN;PHN204;Gippsland;Number;3589
2019–20;Mental health-related presentations;Victoria;PHN;PHN204;Gippsland;Rate (per 10,000 population);124
2019–20;Mental health-related presentations;Victoria;PHN;PHN205;Murray;Number;7903
2019–20;Mental health-related presentations;Victoria;PHN;PHN205;Murray;Rate (per 10,000 population);126
2019–20;Mental health-related presentations;Victoria;PHN;PHN206;Western Victoria;Number;5709
2019–20;Mental health-related presentations;Victoria;PHN;PHN206;Western Victoria;Rate (per 10,000 population);86
2019–20;Mental health-related presentations;Queensland;PHN;PHN301;Brisbane North;Number;14705
2019–20;Mental health-related presentations;Queensland;PHN;PHN301;Brisbane North;Rate (per 10,000 population);141
2019–20;Mental health-related presentations;Queensland;PHN;PHN302;Brisbane South;Number;13426
2019–20;Mental health-related presentations;Queensland;PHN;PHN302;Brisbane South;Rate (per 10,000 population);114
2019–20;Mental health-related presentations;Queensland;PHN;PHN303;Gold Coast;Number;6585
2019–20;Mental health-related presentations;Queensland;PHN;PHN303;Gold Coast;Rate (per 10,000 population);105
2019–20;Mental health-related presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Number;5954
2019–20;Mental health-related presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Rate (per 10,000 population);101
2019–20;Mental health-related presentations;Queensland;PHN;PHN305;Western Queensland;Number;1038
2019–20;Mental health-related presentations;Queensland;PHN;PHN305;Western Queensland;Rate (per 10,000 population);164
2019–20;Mental health-related presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Number;12550
2019–20;Mental health-related presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Rate (per 10,000 population);142
2019–20;Mental health-related presentations;Queensland;PHN;PHN307;Northern Queensland;Number;8358
2019–20;Mental health-related presentations;Queensland;PHN;PHN307;Northern Queensland;Rate (per 10,000 population);119
2019–20;Mental health-related presentations;Western Australia;PHN;PHN501;Perth North;Number;13166
2019–20;Mental health-related presentations;Western Australia;PHN;PHN501;Perth North;Rate (per 10,000 population);120
2019–20;Mental health-related presentations;Western Australia;PHN;PHN502;Perth South;Number;12544
2019–20;Mental health-related presentations;Western Australia;PHN;PHN502;Perth South;Rate (per 10,000 population);122
2019–20;Mental health-related presentations;Western Australia;PHN;PHN503;Country WA;Number;9986
2019–20;Mental health-related presentations;Western Australia;PHN;PHN503;Country WA;Rate (per 10,000 population);185
2019–20;Mental health-related presentations;South Australia;PHN;PHN401;Adelaide;Number;18993
2019–20;Mental health-related presentations;South Australia;PHN;PHN401;Adelaide;Rate (per 10,000 population);151
2019–20;Mental health-related presentations;South Australia;PHN;PHN402;Country SA;Number;6877
2019–20;Mental health-related presentations;South Australia;PHN;PHN402;Country SA;Rate (per 10,000 population);135
2019–20;Mental health-related presentations;Tasmania;PHN;PHN601;Tasmania;Number;6101
2019–20;Mental health-related presentations;Tasmania;PHN;PHN601;Tasmania;Rate (per 10,000 population);111
2019–20;Mental health-related presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Number;4963
2019–20;Mental health-related presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Rate (per 10,000 population);114
2019–20;Mental health-related presentations;Northern Territory;PHN;PHN701;Northern Territory;Number;6840
2019–20;Mental health-related presentations;Northern Territory;PHN;PHN701;Northern Territory;Rate (per 10,000 population);277
2019–20;All presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Number;440329
2019–20;All presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Rate (per 10,000 population);2759
2019–20;All presentations;New South Wales;PHN;PHN102;Northern Sydney;Number;230169
2019–20;All presentations;New South Wales;PHN;PHN102;Northern Sydney;Rate (per 10,000 population);2448
2019–20;All presentations;New South Wales;PHN;PHN103;Western Sydney;Number;249942
2019–20;All presentations;New South Wales;PHN;PHN103;Western Sydney;Rate (per 10,000 population);2424
2019–20;All presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Number;128854
2019–20;All presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Rate (per 10,000 population);3383
2019–20;All presentations;New South Wales;PHN;PHN105;South Western Sydney;Number;314081
2019–20;All presentations;New South Wales;PHN;PHN105;South Western Sydney;Rate (per 10,000 population);3032
2019–20;All presentations;New South Wales;PHN;PHN106;South Eastern NSW;Number;274402
2019–20;All presentations;New South Wales;PHN;PHN106;South Eastern NSW;Rate (per 10,000 population);4352
2019–20;All presentations;New South Wales;PHN;PHN107;Western NSW;Number;213478
2019–20;All presentations;New South Wales;PHN;PHN107;Western NSW;Rate (per 10,000 population);6850
