FinancialYear;PresentationType;StateOrTerritory;GeographicAreaType;GeographicAreaCode;GeographicAreaName;Measure;Value
2017–18;Mental health-related presentations;New South Wales;PHN;PHN108;Hunter New England and Central Coast;Rate (per 10,000 population);127
2017–18;Mental health-related presentations;New South Wales;PHN;PHN109;North Coast;Number;8278
2017–18;Mental health-related presentations;New South Wales;PHN;PHN109;North Coast;Rate (per 10,000 population);159
2017–18;Mental health-related presentations;New South Wales;PHN;PHN110;Murrumbidgee;Number;9205
2017–18;Mental health-related presentations;New South Wales;PHN;PHN110;Murrumbidgee;Rate (per 10,000 population);377
2017–18;Mental health-related presentations;Victoria;PHN;PHN201;North Western Melbourne;Number;14436
2017–18;Mental health-related presentations;Victoria;PHN;PHN201;North Western Melbourne;Rate (per 10,000 population);82
2017–18;Mental health-related presentations;Victoria;PHN;PHN202;Eastern Melbourne;Number;10571
2017–18;Mental health-related presentations;Victoria;PHN;PHN202;Eastern Melbourne;Rate (per 10,000 population);69
2017–18;Mental health-related presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Number;14396
2017–18;Mental health-related presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Rate (per 10,000 population);94
2017–18;Mental health-related presentations;Victoria;PHN;PHN204;Gippsland;Number;3328
2017–18;Mental health-related presentations;Victoria;PHN;PHN204;Gippsland;Rate (per 10,000 population);119
2017–18;Mental health-related presentations;Victoria;PHN;PHN205;Murray;Number;7118
2017–18;Mental health-related presentations;Victoria;PHN;PHN205;Murray;Rate (per 10,000 population);116
2017–18;Mental health-related presentations;Victoria;PHN;PHN206;Western Victoria;Number;4892
2017–18;Mental health-related presentations;Victoria;PHN;PHN206;Western Victoria;Rate (per 10,000 population);76
2017–18;Mental health-related presentations;Queensland;PHN;PHN301;Brisbane North;Number;11994
2017–18;Mental health-related presentations;Queensland;PHN;PHN301;Brisbane North;Rate (per 10,000 population);120
2017–18;Mental health-related presentations;Queensland;PHN;PHN302;Brisbane South;Number;12731
2017–18;Mental health-related presentations;Queensland;PHN;PHN302;Brisbane South;Rate (per 10,000 population);111
2017–18;Mental health-related presentations;Queensland;PHN;PHN303;Gold Coast;Number;6778
2017–18;Mental health-related presentations;Queensland;PHN;PHN303;Gold Coast;Rate (per 10,000 population);112
2017–18;Mental health-related presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Number;5570
2017–18;Mental health-related presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Rate (per 10,000 population);98
2017–18;Mental health-related presentations;Queensland;PHN;PHN305;Western Queensland;Number;796
2017–18;Mental health-related presentations;Queensland;PHN;PHN305;Western Queensland;Rate (per 10,000 population);125
2017–18;Mental health-related presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Number;9572
2017–18;Mental health-related presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Rate (per 10,000 population);112
2017–18;Mental health-related presentations;Queensland;PHN;PHN307;Northern Queensland;Number;6827
2017–18;Mental health-related presentations;Queensland;PHN;PHN307;Northern Queensland;Rate (per 10,000 population);98
2017–18;Mental health-related presentations;Western Australia;PHN;PHN501;Perth North;Number;12813
2017–18;Mental health-related presentations;Western Australia;PHN;PHN501;Perth North;Rate (per 10,000 population);120
2017–18;Mental health-related presentations;Western Australia;PHN;PHN502;Perth South;Number;12627
2017–18;Mental health-related presentations;Western Australia;PHN;PHN502;Perth South;Rate (per 10,000 population);128
2017–18;Mental health-related presentations;Western Australia;PHN;PHN503;Country WA;Number;7556
2017–18;Mental health-related presentations;Western Australia;PHN;PHN503;Country WA;Rate (per 10,000 population);141
2017–18;Mental health-related presentations;South Australia;PHN;PHN401;Adelaide;Number;18659
2017–18;Mental health-related presentations;South Australia;PHN;PHN401;Adelaide;Rate (per 10,000 population);152
2017–18;Mental health-related presentations;South Australia;PHN;PHN402;Country SA;Number;5165
2017–18;Mental health-related presentations;South Australia;PHN;PHN402;Country SA;Rate (per 10,000 population);103
2017–18;Mental health-related presentations;Tasmania;PHN;PHN601;Tasmania;Number;5825
2017–18;Mental health-related presentations;Tasmania;PHN;PHN601;Tasmania;Rate (per 10,000 population);111
2017–18;Mental health-related presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Number;4410
2017–18;Mental health-related presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Rate (per 10,000 population);106
2017–18;Mental health-related presentations;Northern Territory;PHN;PHN701;Northern Territory;Number;6657
2017–18;Mental health-related presentations;Northern Territory;PHN;PHN701;Northern Territory;Rate (per 10,000 population);269
2017–18;All presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Number;415627
2017–18;All presentations;New South Wales;PHN;PHN101;Central and Eastern Sydney;Rate (per 10,000 population);2621
2017–18;All presentations;New South Wales;PHN;PHN102;Northern Sydney;Number;219362
2017–18;All presentations;New South Wales;PHN;PHN102;Northern Sydney;Rate (per 10,000 population);2375
2017–18;All presentations;New South Wales;PHN;PHN103;Western Sydney;Number;249027
2017–18;All presentations;New South Wales;PHN;PHN103;Western Sydney;Rate (per 10,000 population);2543
2017–18;All presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Number;127266
2017–18;All presentations;New South Wales;PHN;PHN104;Nepean Blue Mountains;Rate (per 10,000 population);3417
2017–18;All presentations;New South Wales;PHN;PHN105;South Western Sydney;Number;305148
2017–18;All presentations;New South Wales;PHN;PHN105;South Western Sydney;Rate (per 10,000 population);3083
2017–18;All presentations;New South Wales;PHN;PHN106;South Eastern NSW;Number;274715
2017–18;All presentations;New South Wales;PHN;PHN106;South Eastern NSW;Rate (per 10,000 population);4451
2017–18;All presentations;New South Wales;PHN;PHN107;Western NSW;Number;208872
2017–18;All presentations;New South Wales;PHN;PHN107;Western NSW;Rate (per 10,000 population);6766
2017–18;All presentations;New South Wales;PHN;PHN108;Hunter New England and Central Coast;Number;550088
2017–18;All presentations;New South Wales;PHN;PHN108;Hunter New England and Central Coast;Rate (per 10,000 population);4362
2017–18;All presentations;New South Wales;PHN;PHN109;North Coast;Number;301971
2017–18;All presentations;New South Wales;PHN;PHN109;North Coast;Rate (per 10,000 population);5797
2017–18;All presentations;New South Wales;PHN;PHN110;Murrumbidgee;Number;150271
2017–18;All presentations;New South Wales;PHN;PHN110;Murrumbidgee;Rate (per 10,000 population);6157
2017–18;All presentations;Victoria;PHN;PHN201;North Western Melbourne;Number;468689
2017–18;All presentations;Victoria;PHN;PHN201;North Western Melbourne;Rate (per 10,000 population);2671
2017–18;All presentations;Victoria;PHN;PHN202;Eastern Melbourne;Number;367839
2017–18;All presentations;Victoria;PHN;PHN202;Eastern Melbourne;Rate (per 10,000 population);2410
2017–18;All presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Number;389912
2017–18;All presentations;Victoria;PHN;PHN203;South Eastern Melbourne;Rate (per 10,000 population);2533
2017–18;All presentations;Victoria;PHN;PHN204;Gippsland;Number;115722
2017–18;All presentations;Victoria;PHN;PHN204;Gippsland;Rate (per 10,000 population);4128
2017–18;All presentations;Victoria;PHN;PHN205;Murray;Number;241592
2017–18;All presentations;Victoria;PHN;PHN205;Murray;Rate (per 10,000 population);3942
2017–18;All presentations;Victoria;PHN;PHN206;Western Victoria;Number;184809
2017–18;All presentations;Victoria;PHN;PHN206;Western Victoria;Rate (per 10,000 population);2877
2017–18;All presentations;Queensland;PHN;PHN301;Brisbane North;Number;299705
2017–18;All presentations;Queensland;PHN;PHN301;Brisbane North;Rate (per 10,000 population);2987
2017–18;All presentations;Queensland;PHN;PHN302;Brisbane South;Number;341881
2017–18;All presentations;Queensland;PHN;PHN302;Brisbane South;Rate (per 10,000 population);2992
2017–18;All presentations;Queensland;PHN;PHN303;Gold Coast;Number;177373
2017–18;All presentations;Queensland;PHN;PHN303;Gold Coast;Rate (per 10,000 population);2937
2017–18;All presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Number;141753
2017–18;All presentations;Queensland;PHN;PHN304;Darling Downs and West Moreton;Rate (per 10,000 population);2498
2017–18;All presentations;Queensland;PHN;PHN305;Western Queensland;Number;28011
2017–18;All presentations;Queensland;PHN;PHN305;Western Queensland;Rate (per 10,000 population);4410
2017–18;All presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Number;316490
2017–18;All presentations;Queensland;PHN;PHN306;Central Queensland, Wide Bay, Sunshine Coast;Rate (per 10,000 population);3713
2017–18;All presentations;Queensland;PHN;PHN307;Northern Queensland;Number;197942
2017–18;All presentations;Queensland;PHN;PHN307;Northern Queensland;Rate (per 10,000 population);2849
2017–18;All presentations;Western Australia;PHN;PHN501;Perth North;Number;301271
2017–18;All presentations;Western Australia;PHN;PHN501;Perth North;Rate (per 10,000 population);2824
2017–18;All presentations;Western Australia;PHN;PHN502;Perth South;Number;310561
2017–18;All presentations;Western Australia;PHN;PHN502;Perth South;Rate (per 10,000 population);3146
2017–18;All presentations;Western Australia;PHN;PHN503;Country WA;Number;215572
2017–18;All presentations;Western Australia;PHN;PHN503;Country WA;Rate (per 10,000 population);4034
2017–18;All presentations;South Australia;PHN;PHN401;Adelaide;Number;376548
2017–18;All presentations;South Australia;PHN;PHN401;Adelaide;Rate (per 10,000 population);3066
2017–18;All presentations;South Australia;PHN;PHN402;Country SA;Number;129640
2017–18;All presentations;South Australia;PHN;PHN402;Country SA;Rate (per 10,000 population);2589
2017–18;All presentations;Tasmania;PHN;PHN601;Tasmania;Number;161038
2017–18;All presentations;Tasmania;PHN;PHN601;Tasmania;Rate (per 10,000 population);3057
2017–18;All presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Number;137833
2017–18;All presentations;Australian Capital Territory;PHN;PHN801;Australian Capital Territory;Rate (per 10,000 population);3322
2017–18;All presentations;Northern Territory;PHN;PHN701;Northern Territory;Number;149258
2017–18;All presentations;Northern Territory;PHN;PHN701;Northern Territory;Rate (per 10,000 population);6033
2017–18;Mental health-related presentations;New South Wales;SA4;SA4101;Capital Region;Number;4613
2017–18;Mental health-related presentations;New South Wales;SA4;SA4101;Capital Region;Rate (per 10,000 population);203
2017–18;Mental health-related presentations;New South Wales;SA4;SA4102;Central Coast;Number;4228
2017–18;Mental health-related presentations;New South Wales;SA4;SA4102;Central Coast;Rate (per 10,000 population);124
2017–18;Mental health-related presentations;New South Wales;SA4;SA4103;Central West;Number;3489
2017–18;Mental health-related presentations;New South Wales;SA4;SA4103;Central West;Rate (per 10,000 population);165
2017–18;Mental health-related presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Number;2116
2017–18;Mental health-related presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Rate (per 10,000 population);150
2017–18;Mental health-related presentations;New South Wales;SA4;SA4105;Far West and Orana;Number;3130
2017–18;Mental health-related presentations;New South Wales;SA4;SA4105;Far West and Orana;Rate (per 10,000 population);267
2017–18;Mental health-related presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Number;3502
2017–18;Mental health-related presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Rate (per 10,000 population);128
2017–18;Mental health-related presentations;New South Wales;SA4;SA4107;Illawarra;Number;3166
2017–18;Mental health-related presentations;New South Wales;SA4;SA4107;Illawarra;Rate (per 10,000 population);104
2017–18;Mental health-related presentations;New South Wales;SA4;SA4108;Mid North Coast;Number;3278
2017–18;Mental health-related presentations;New South Wales;SA4;SA4108;Mid North Coast;Rate (per 10,000 population);150
2017–18;Mental health-related presentations;New South Wales;SA4;SA4109;Murray;Number;3170
2017–18;Mental health-related presentations;New South Wales;SA4;SA4109;Murray;Rate (per 10,000 population);266
2017–18;Mental health-related presentations;New South Wales;SA4;SA4110;New England and North West;Number;3058
2017–18;Mental health-related presentations;New South Wales;SA4;SA4110;New England and North West;Rate (per 10,000 population);164
2017–18;Mental health-related presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Number;4238
2017–18;Mental health-related presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Rate (per 10,000 population);113
2017–18;Mental health-related presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Number;3831
2017–18;Mental health-related presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Rate (per 10,000 population);154
2017–18;Mental health-related presentations;New South Wales;SA4;SA4113;Riverina;Number;6845
2017–18;Mental health-related presentations;New South Wales;SA4;SA4113;Riverina;Rate (per 10,000 population);426
2017–18;Mental health-related presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Number;2290
2017–18;Mental health-related presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Rate (per 10,000 population);150
2017–18;Mental health-related presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Number;1169
2017–18;Mental health-related presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Rate (per 10,000 population);48
2017–18;Mental health-related presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Number;2900
2017–18;Mental health-related presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Rate (per 10,000 population);80
2017–18;Mental health-related presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Number;4498
2017–18;Mental health-related presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Rate (per 10,000 population);131
2017–18;Mental health-related presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Number;2999
2017–18;Mental health-related presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Rate (per 10,000 population);105
2017–18;Mental health-related presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Number;5056
2017–18;Mental health-related presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Rate (per 10,000 population);83
2017–18;Mental health-related presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Number;2024
2017–18;Mental health-related presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Rate (per 10,000 population);65
2017–18;Mental health-related presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Number;3103
2017–18;Mental health-related presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Rate (per 10,000 population);72
2017–18;Mental health-related presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Number;2338
2017–18;Mental health-related presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Rate (per 10,000 population);87
2017–18;Mental health-related presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Number;2871
2017–18;Mental health-related presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Rate (per 10,000 population);104
2017–18;Mental health-related presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Number;2885
2017–18;Mental health-related presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Rate (per 10,000 population);90
2017–18;Mental health-related presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Number;3120
2017–18;Mental health-related presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Rate (per 10,000 population);65
2017–18;Mental health-related presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Number;1381
2017–18;Mental health-related presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Rate (per 10,000 population);71
2017–18;Mental health-related presentations;New South Wales;SA4;SA4127;Sydney - South West;Number;3598
2017–18;Mental health-related presentations;New South Wales;SA4;SA4127;Sydney - South West;Rate (per 10,000 population);83
2017–18;Mental health-related presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Number;2107
2017–18;Mental health-related presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Rate (per 10,000 population);93
2017–18;Mental health-related presentations;Victoria;SA4;SA4201;Ballarat;Number;1407
2017–18;Mental health-related presentations;Victoria;SA4;SA4201;Ballarat;Rate (per 10,000 population);86
2017–18;Mental health-related presentations;Victoria;SA4;SA4202;Bendigo;Number;1918
2017–18;Mental health-related presentations;Victoria;SA4;SA4202;Bendigo;Rate (per 10,000 population);121
2017–18;Mental health-related presentations;Victoria;SA4;SA4203;Geelong;Number;2170
2017–18;Mental health-related presentations;Victoria;SA4;SA4203;Geelong;Rate (per 10,000 population);74
2017–18;Mental health-related presentations;Victoria;SA4;SA4204;Hume;Number;1505
2017–18;Mental health-related presentations;Victoria;SA4;SA4204;Hume;Rate (per 10,000 population);86
2017–18;Mental health-related presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Number;3328
2017–18;Mental health-related presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Rate (per 10,000 population);119
2017–18;Mental health-related presentations;Victoria;SA4;SA4206;Melbourne - Inner;Number;6508
2017–18;Mental health-related presentations;Victoria;SA4;SA4206;Melbourne - Inner;Rate (per 10,000 population);100
2017–18;Mental health-related presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Number;2268
2017–18;Mental health-related presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Rate (per 10,000 population);59
2017–18;Mental health-related presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Number;2668
2017–18;Mental health-related presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Rate (per 10,000 population);62
2017–18;Mental health-related presentations;Victoria;SA4;SA4209;Melbourne - North East;Number;3938
2017–18;Mental health-related presentations;Victoria;SA4;SA4209;Melbourne - North East;Rate (per 10,000 population);74
2017–18;Mental health-related presentations;Victoria;SA4;SA4210;Melbourne - North West;Number;2846
2017–18;Mental health-related presentations;Victoria;SA4;SA4210;Melbourne - North West;Rate (per 10,000 population);72
2017–18;Mental health-related presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Number;4343
2017–18;Mental health-related presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Rate (per 10,000 population);83
2017–18;Mental health-related presentations;Victoria;SA4;SA4212;Melbourne - South East;Number;7736
2017–18;Mental health-related presentations;Victoria;SA4;SA4212;Melbourne - South East;Rate (per 10,000 population);95
2017–18;Mental health-related presentations;Victoria;SA4;SA4213;Melbourne - West;Number;5713
2017–18;Mental health-related presentations;Victoria;SA4;SA4213;Melbourne - West;Rate (per 10,000 population);72
2017–18;Mental health-related presentations;Victoria;SA4;SA4214;Mornington Peninsula;Number;3383
2017–18;Mental health-related presentations;Victoria;SA4;SA4214;Mornington Peninsula;Rate (per 10,000 population);111
2017–18;Mental health-related presentations;Victoria;SA4;SA4215;North West;Number;1667
2017–18;Mental health-related presentations;Victoria;SA4;SA4215;North West;Rate (per 10,000 population);109
2017–18;Mental health-related presentations;Victoria;SA4;SA4216;Shepparton;Number;1373
2017–18;Mental health-related presentations;Victoria;SA4;SA4216;Shepparton;Rate (per 10,000 population);103
2017–18;Mental health-related presentations;Victoria;SA4;SA4217;Warrnambool and South West;Number;859
2017–18;Mental health-related presentations;Victoria;SA4;SA4217;Warrnambool and South West;Rate (per 10,000 population);69
2017–18;Mental health-related presentations;Queensland;SA4;SA4301;Brisbane - East;Number;2627
2017–18;Mental health-related presentations;Queensland;SA4;SA4301;Brisbane - East;Rate (per 10,000 population);112
2017–18;Mental health-related presentations;Queensland;SA4;SA4302;Brisbane - North;Number;2512
2017–18;Mental health-related presentations;Queensland;SA4;SA4302;Brisbane - North;Rate (per 10,000 population);115
2017–18;Mental health-related presentations;Queensland;SA4;SA4303;Brisbane - South;Number;4083
2017–18;Mental health-related presentations;Queensland;SA4;SA4303;Brisbane - South;Rate (per 10,000 population);113
2017–18;Mental health-related presentations;Queensland;SA4;SA4304;Brisbane - West;Number;1489
2017–18;Mental health-related presentations;Queensland;SA4;SA4304;Brisbane - West;Rate (per 10,000 population);79
2017–18;Mental health-related presentations;Queensland;SA4;SA4305;Brisbane Inner City;Number;4652
2017–18;Mental health-related presentations;Queensland;SA4;SA4305;Brisbane Inner City;Rate (per 10,000 population);170
2017–18;Mental health-related presentations;Queensland;SA4;SA4306;Cairns;Number;2765
2017–18;Mental health-related presentations;Queensland;SA4;SA4306;Cairns;Rate (per 10,000 population);111
2017–18;Mental health-related presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Number;469
2017–18;Mental health-related presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Rate (per 10,000 population);36
2017–18;Mental health-related presentations;Queensland;SA4;SA4308;Central Queensland;Number;2489
2017–18;Mental health-related presentations;Queensland;SA4;SA4308;Central Queensland;Rate (per 10,000 population);110
2017–18;Mental health-related presentations;Queensland;SA4;SA4309;Gold Coast;Number;6779
2017–18;Mental health-related presentations;Queensland;SA4;SA4309;Gold Coast;Rate (per 10,000 population);112
2017–18;Mental health-related presentations;Queensland;SA4;SA4310;Ipswich;Number;3799
2017–18;Mental health-related presentations;Queensland;SA4;SA4310;Ipswich;Rate (per 10,000 population);111
2017–18;Mental health-related presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Number;3371
2017–18;Mental health-related presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Rate (per 10,000 population);100
2017–18;Mental health-related presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Number;1421
2017–18;Mental health-related presentations;Queensland;SA4;SA4312;Mackay - Isaac - Whitsunday;Rate (per 10,000 population);82
2017–18;Mental health-related presentations;Queensland;SA4;SA4313;Moreton Bay - North;Number;3201
2017–18;Mental health-related presentations;Queensland;SA4;SA4313;Moreton Bay - North;Rate (per 10,000 population);129
2017–18;Mental health-related presentations;Queensland;SA4;SA4314;Moreton Bay - South;Number;1870
2017–18;Mental health-related presentations;Queensland;SA4;SA4314;Moreton Bay - South;Rate (per 10,000 population);91
2017–18;Mental health-related presentations;Queensland;SA4;SA4315;Queensland - Outback;Number;955
2017–18;Mental health-related presentations;Queensland;SA4;SA4315;Queensland - Outback;Rate (per 10,000 population);116
2017–18;Mental health-related presentations;Queensland;SA4;SA4316;Sunshine Coast;Number;3689
2017–18;Mental health-related presentations;Queensland;SA4;SA4316;Sunshine Coast;Rate (per 10,000 population);101
2017–18;Mental health-related presentations;Queensland;SA4;SA4317;Toowoomba;Number;2148
2017–18;Mental health-related presentations;Queensland;SA4;SA4317;Toowoomba;Rate (per 10,000 population);138
2017–18;Mental health-related presentations;Queensland;SA4;SA4318;Townsville;Number;2444
2017–18;Mental health-related presentations;Queensland;SA4;SA4318;Townsville;Rate (per 10,000 population);104
2017–18;Mental health-related presentations;Queensland;SA4;SA4319;Wide Bay;Number;3509
2017–18;Mental health-related presentations;Queensland;SA4;SA4319;Wide Bay;Rate (per 10,000 population);119
2017–18;Mental health-related presentations;Western Australia;SA4;SA4501;Bunbury;Number;2538
2017–18;Mental health-related presentations;Western Australia;SA4;SA4501;Bunbury;Rate (per 10,000 population);139
2017–18;Mental health-related presentations;Western Australia;SA4;SA4502;Mandurah;Number;1222
2017–18;Mental health-related presentations;Western Australia;SA4;SA4502;Mandurah;Rate (per 10,000 population);120
2017–18;Mental health-related presentations;Western Australia;SA4;SA4503;Perth - Inner;Number;2445
2017–18;Mental health-related presentations;Western Australia;SA4;SA4503;Perth - Inner;Rate (per 10,000 population);136
2017–18;Mental health-related presentations;Western Australia;SA4;SA4504;Perth - North East;Number;3363
2017–18;Mental health-related presentations;Western Australia;SA4;SA4504;Perth - North East;Rate (per 10,000 population);128
2017–18;Mental health-related presentations;Western Australia;SA4;SA4505;Perth - North West;Number;6421
2017–18;Mental health-related presentations;Western Australia;SA4;SA4505;Perth - North West;Rate (per 10,000 population);114
2017–18;Mental health-related presentations;Western Australia;SA4;SA4506;Perth - South East;Number;6407
2017–18;Mental health-related presentations;Western Australia;SA4;SA4506;Perth - South East;Rate (per 10,000 population);125
2017–18;Mental health-related presentations;Western Australia;SA4;SA4507;Perth - South West;Number;5513
2017–18;Mental health-related presentations;Western Australia;SA4;SA4507;Perth - South West;Rate (per 10,000 population);130
2017–18;Mental health-related presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Number;1350
2017–18;Mental health-related presentations;Western Australia;SA4;SA4509;Western Australia - Wheat Belt;Rate (per 10,000 population);98
2017–18;Mental health-related presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Number;1926
2017–18;Mental health-related presentations;Western Australia;SA4;SA4510;Western Australia - Outback (North);Rate (per 10,000 population);199
2017–18;Mental health-related presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Number;1811
2017–18;Mental health-related presentations;Western Australia;SA4;SA4511;Western Australia - Outback (South);Rate (per 10,000 population);149
2017–18;Mental health-related presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Number;2993
2017–18;Mental health-related presentations;South Australia;SA4;SA4401;Adelaide - Central and Hills;Rate (per 10,000 population);99
2017–18;Mental health-related presentations;South Australia;SA4;SA4402;Adelaide - North;Number;6499
2017–18;Mental health-related presentations;South Australia;SA4;SA4402;Adelaide - North;Rate (per 10,000 population);149
2017–18;Mental health-related presentations;South Australia;SA4;SA4403;Adelaide - South;Number;6789
2017–18;Mental health-related presentations;South Australia;SA4;SA4403;Adelaide - South;Rate (per 10,000 population);186
2017–18;Mental health-related presentations;South Australia;SA4;SA4404;Adelaide - West;Number;3346
2017–18;Mental health-related presentations;South Australia;SA4;SA4404;Adelaide - West;Rate (per 10,000 population);142
2017–18;Mental health-related presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Number;790
2017–18;Mental health-related presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Rate (per 10,000 population);69
2017–18;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Number;1319
2017–18;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Rate (per 10,000 population);154
2017–18;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Number;2088
2017–18;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Rate (per 10,000 population);109
2017–18;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Number;2484
2017–18;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Rate (per 10,000 population);107
2017–18;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Number;1615
2017–18;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Rate (per 10,000 population);111
2017–18;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Number;304
2017–18;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Rate (per 10,000 population);79
2017–18;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Number;1422
2017–18;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Rate (per 10,000 population);127
2017–18;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Number;4410
2017–18;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Rate (per 10,000 population);106
2017–18;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Number;1915
2017–18;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Rate (per 10,000 population);129
2017–18;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Number;4742
2017–18;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Rate (per 10,000 population);481
2017–18;All presentations;New South Wales;SA4;SA4101;Capital Region;Number;127600
2017–18;All presentations;New South Wales;SA4;SA4101;Capital Region;Rate (per 10,000 population);5625
2017–18;All presentations;New South Wales;SA4;SA4102;Central Coast;Number;132717
2017–18;All presentations;New South Wales;SA4;SA4102;Central Coast;Rate (per 10,000 population);3902
2017–18;All presentations;New South Wales;SA4;SA4103;Central West;Number;126648
2017–18;All presentations;New South Wales;SA4;SA4103;Central West;Rate (per 10,000 population);5993
2017–18;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Number;78959
2017–18;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Rate (per 10,000 population);5613
2017–18;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Number;94760
