state,state_abbr,metric,percentage,square_id,row,column,status,is_affected
Australian Capital Territory,ACT,12-month mental disorder,25.5,1,1,1,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,2,1,2,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,3,1,3,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,4,1,4,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,5,1,5,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,6,1,6,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,7,1,7,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,8,1,8,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,9,1,9,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,10,1,10,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,11,2,1,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,12,2,2,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,13,2,3,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,14,2,4,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,15,2,5,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,16,2,6,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,17,2,7,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,18,2,8,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,19,2,9,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,20,2,10,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,21,3,1,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,22,3,2,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,23,3,3,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,24,3,4,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,25,3,5,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,26,3,6,12-month mental disorder,1
Australian Capital Territory,ACT,12-month mental disorder,25.5,27,3,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,28,3,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,29,3,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,30,3,10,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,31,4,1,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,32,4,2,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,33,4,3,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,34,4,4,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,35,4,5,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,36,4,6,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,37,4,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,38,4,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,39,4,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,40,4,10,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,41,5,1,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,42,5,2,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,43,5,3,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,44,5,4,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,45,5,5,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,46,5,6,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,47,5,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,48,5,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,49,5,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,50,5,10,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,51,6,1,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,52,6,2,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,53,6,3,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,54,6,4,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,55,6,5,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,56,6,6,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,57,6,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,58,6,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,59,6,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,60,6,10,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,61,7,1,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,62,7,2,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,63,7,3,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,64,7,4,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,65,7,5,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,66,7,6,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,67,7,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,68,7,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,69,7,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,70,7,10,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,71,8,1,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,72,8,2,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,73,8,3,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,74,8,4,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,75,8,5,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,76,8,6,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,77,8,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,78,8,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,79,8,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,80,8,10,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,81,9,1,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,82,9,2,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,83,9,3,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,84,9,4,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,85,9,5,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,86,9,6,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,87,9,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,88,9,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,89,9,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,90,9,10,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,91,10,1,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,92,10,2,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,93,10,3,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,94,10,4,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,95,10,5,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,96,10,6,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,97,10,7,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,98,10,8,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,99,10,9,No mental disorder,0
Australian Capital Territory,ACT,12-month mental disorder,25.5,100,10,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,1,1,1,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,2,1,2,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,3,1,3,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,4,1,4,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,5,1,5,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,6,1,6,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,7,1,7,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,8,1,8,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,9,1,9,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,10,1,10,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,11,2,1,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,12,2,2,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,13,2,3,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,14,2,4,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,15,2,5,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,16,2,6,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,17,2,7,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,18,2,8,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,19,2,9,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,20,2,10,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,21,3,1,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,22,3,2,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,23,3,3,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,24,3,4,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,25,3,5,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,26,3,6,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,27,3,7,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,28,3,8,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,29,3,9,12-month mental disorder,1
Northern Territory,NT,12-month mental disorder,28.8,30,3,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,31,4,1,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,32,4,2,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,33,4,3,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,34,4,4,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,35,4,5,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,36,4,6,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,37,4,7,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,38,4,8,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,39,4,9,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,40,4,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,41,5,1,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,42,5,2,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,43,5,3,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,44,5,4,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,45,5,5,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,46,5,6,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,47,5,7,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,48,5,8,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,49,5,9,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,50,5,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,51,6,1,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,52,6,2,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,53,6,3,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,54,6,4,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,55,6,5,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,56,6,6,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,57,6,7,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,58,6,8,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,59,6,9,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,60,6,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,61,7,1,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,62,7,2,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,63,7,3,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,64,7,4,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,65,7,5,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,66,7,6,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,67,7,7,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,68,7,8,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,69,7,9,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,70,7,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,71,8,1,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,72,8,2,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,73,8,3,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,74,8,4,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,75,8,5,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,76,8,6,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,77,8,7,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,78,8,8,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,79,8,9,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,80,8,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,81,9,1,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,82,9,2,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,83,9,3,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,84,9,4,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,85,9,5,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,86,9,6,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,87,9,7,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,88,9,8,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,89,9,9,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,90,9,10,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,91,10,1,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,92,10,2,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,93,10,3,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,94,10,4,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,95,10,5,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,96,10,6,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,97,10,7,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,98,10,8,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,99,10,9,No mental disorder,0
Northern Territory,NT,12-month mental disorder,28.8,100,10,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,1,1,1,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,2,1,2,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,3,1,3,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,4,1,4,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,5,1,5,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,6,1,6,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,7,1,7,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,8,1,8,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,9,1,9,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,10,1,10,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,11,2,1,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,12,2,2,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,13,2,3,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,14,2,4,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,15,2,5,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,16,2,6,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,17,2,7,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,18,2,8,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,19,2,9,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,20,2,10,12-month mental disorder,1
Tasmania,TAS,12-month mental disorder,19.8,21,3,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,22,3,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,23,3,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,24,3,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,25,3,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,26,3,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,27,3,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,28,3,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,29,3,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,30,3,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,31,4,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,32,4,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,33,4,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,34,4,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,35,4,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,36,4,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,37,4,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,38,4,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,39,4,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,40,4,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,41,5,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,42,5,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,43,5,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,44,5,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,45,5,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,46,5,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,47,5,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,48,5,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,49,5,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,50,5,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,51,6,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,52,6,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,53,6,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,54,6,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,55,6,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,56,6,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,57,6,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,58,6,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,59,6,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,60,6,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,61,7,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,62,7,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,63,7,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,64,7,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,65,7,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,66,7,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,67,7,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,68,7,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,69,7,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,70,7,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,71,8,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,72,8,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,73,8,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,74,8,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,75,8,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,76,8,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,77,8,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,78,8,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,79,8,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,80,8,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,81,9,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,82,9,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,83,9,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,84,9,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,85,9,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,86,9,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,87,9,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,88,9,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,89,9,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,90,9,10,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,91,10,1,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,92,10,2,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,93,10,3,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,94,10,4,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,95,10,5,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,96,10,6,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,97,10,7,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,98,10,8,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,99,10,9,No mental disorder,0
Tasmania,TAS,12-month mental disorder,19.8,100,10,10,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,1,1,1,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,2,1,2,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,3,1,3,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,4,1,4,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,5,1,5,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,6,1,6,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,7,1,7,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,8,1,8,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,9,1,9,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,10,1,10,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,11,2,1,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,12,2,2,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,13,2,3,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,14,2,4,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,15,2,5,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,16,2,6,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,17,2,7,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,18,2,8,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,19,2,9,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,20,2,10,12-month mental disorder,1
New South Wales,NSW,12-month mental disorder,19.5,21,3,1,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,22,3,2,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,23,3,3,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,24,3,4,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,25,3,5,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,26,3,6,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,27,3,7,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,28,3,8,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,29,3,9,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,30,3,10,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,31,4,1,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,32,4,2,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,33,4,3,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,34,4,4,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,35,4,5,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,36,4,6,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,37,4,7,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,38,4,8,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,39,4,9,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,40,4,10,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,41,5,1,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,42,5,2,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,43,5,3,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,44,5,4,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,45,5,5,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,46,5,6,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,47,5,7,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,48,5,8,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,49,5,9,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,50,5,10,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,51,6,1,No mental disorder,0
New South Wales,NSW,12-month mental disorder,19.5,52,6,2,No mental disorder,0
