state,state_abbr,metric,percentage,square_id,row,column,status,is_affected
Western Australia,WA,12-month mental disorder,23.1,50,5,10,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,51,6,1,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,52,6,2,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,53,6,3,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,54,6,4,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,55,6,5,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,56,6,6,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,57,6,7,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,58,6,8,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,59,6,9,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,60,6,10,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,61,7,1,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,62,7,2,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,63,7,3,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,64,7,4,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,65,7,5,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,66,7,6,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,67,7,7,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,68,7,8,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,69,7,9,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,70,7,10,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,71,8,1,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,72,8,2,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,73,8,3,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,74,8,4,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,75,8,5,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,76,8,6,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,77,8,7,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,78,8,8,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,79,8,9,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,80,8,10,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,81,9,1,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,82,9,2,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,83,9,3,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,84,9,4,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,85,9,5,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,86,9,6,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,87,9,7,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,88,9,8,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,89,9,9,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,90,9,10,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,91,10,1,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,92,10,2,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,93,10,3,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,94,10,4,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,95,10,5,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,96,10,6,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,97,10,7,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,98,10,8,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,99,10,9,No mental disorder,0
Western Australia,WA,12-month mental disorder,23.1,100,10,10,No mental disorder,0
